#name (cmd = mergePeaks -d given S5P-1-peaks.txt S5P-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	S5P-1-peaks.txt	S5P-2-peaks.txt
Merged-chr15-36938601-2	chr15	36938430	36938774	+	81.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-107	chr15-118
Merged-chr15-58134997-2	chr15	58134815	58135195	+	92.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-109	chr15-93
Merged-chr15-76069834-2	chr15	76069643	76070010	+	80.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-113	chr15-116
Merged-chr15-96285576-2	chr15	96285405	96285749	+	73.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-114	chr15-146
Merged-chr15-13132783-2	chr15	13132556	13132995	+	81.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-115	chr15-103
Merged-chr2-37776078-2	chr2	37775895	37776278	+	12.300000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-2333	chr2-2214
Merged-chr15-76879325-2	chr15	76879159	76879508	+	83.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-123	chr15-94
Merged-chr15-12117970-2	chr15	12117800	12118157	+	69.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-124	chr15-153
Merged-chr15-79690968-2	chr15	79690789	79691133	+	69.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-126	chr15-182
Merged-chr15-80090976-2	chr15	80090803	80091147	+	63.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-128	chr15-199
Merged-chr15-82147323-2	chr15	82147147	82147491	+	70.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-130	chr15-144
Merged-chr15-99772403-2	chr15	99772199	99772591	+	62.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-131	chr15-237
Merged-chr15-102510606-2	chr15	102510433	102510795	+	70.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-132	chr15-139
Merged-chr15-58872597-2	chr15	58872420	58872764	+	78.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-133	chr15-107
Merged-chr15-34495374-2	chr15	34495198	34495542	+	65.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-134	chr15-192
Merged-chr15-43282643-2	chr15	43282460	43282810	+	68.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-136	chr15-157
Merged-chr15-89355864-2	chr15	89355689	89356033	+	67.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-138	chr15-166
Merged-chr15-77857736-2	chr15	77857560	77857904	+	67.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-140	chr15-145
Merged-chr15-63998036-2	chr15	63997869	63998220	+	76.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-143	chr15-108
Merged-chr15-99702356-2	chr15	99702175	99702554	+	66.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-144	chr15-165
Merged-chr15-10981843-2	chr15	10981657	10982014	+	76.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-145	chr15-115
Merged-chr15-84192190-2	chr15	84191950	84192446	+	67.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-146	chr15-154
Merged-chr15-6746629-2	chr15	6746459	6746815	+	72.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-147	chr15-123
Merged-chr15-84923450-2	chr15	84923276	84923620	+	75.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-148	chr15-110
Merged-chr2-154603640-2	chr2	154603465	154603809	+	13.650000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-2361	chr2-1834
Merged-chr15-8109381-2	chr15	8109193	8109554	+	66.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-150	chr15-147
Merged-chr15-93398203-2	chr15	93397977	93398445	+	67.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-151	chr15-156
Merged-chr15-39729868-2	chr15	39729658	39730063	+	76.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-152	chr15-106
Merged-chr15-39112609-2	chr15	39112438	39112782	+	72.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-154	chr15-117
Merged-chr15-76477500-2	chr15	76477315	76477669	+	61.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-158	chr15-201
Merged-chr15-80219659-2	chr15	80219492	80219836	+	61.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-159	chr15-196
Merged-chr15-8099115-2	chr15	8098938	8099282	+	66.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-163	chr15-143
Merged-chr15-51877562-2	chr15	51877379	51877730	+	65.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-164	chr15-148
Merged-chr15-100256835-2	chr15	100256610	100257076	+	61.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-165	chr15-191
Merged-chr15-37960830-2	chr15	37960590	37961055	+	63.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-166	chr15-172
Merged-chr15-75909242-2	chr15	75909077	75909421	+	62.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-168	chr15-167
Merged-chr15-51865423-2	chr15	51865255	51865599	+	60.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-170	chr15-189
Merged-chr15-61985583-2	chr15	61985409	61985753	+	72.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-171	chr15-109
Merged-chr15-98677421-2	chr15	98677247	98677591	+	70.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-172	chr15-122
Merged-chr15-76715524-2	chr15	76715355	76715710	+	60.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-173	chr15-175
Merged-chr15-76616735-2	chr15	76616564	76616908	+	65.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-174	chr15-129
Merged-chr15-6708470-2	chr15	6708298	6708642	+	57.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-175	chr15-193
Merged-chr15-79605200-2	chr15	79604893	79605523	+	52.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-178	chr15-274
Merged-chr15-88819704-2	chr15	88819507	88819886	+	55.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-179	chr15-230
Merged-chr15-12037258-2	chr15	12037059	12037441	+	59.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-180	chr15-177
Merged-chr15-74709189-2	chr15	74709009	74709385	+	53.549999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-181	chr15-243
Merged-chr15-99474584-2	chr15	99474371	99474781	+	55.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-182	chr15-228
Merged-chr15-97594861-2	chr15	97594661	97595077	+	63.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-183	chr15-141
Merged-chr15-89196280-2	chr15	89196091	89196486	+	49.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-184	chr15-324
Merged-chr15-35155620-2	chr15	35155454	35155798	+	54.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-185	chr15-239
Merged-chr15-96179896-2	chr15	96179720	96180064	+	52.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-186	chr15-270
Merged-chr15-76697965-2	chr15	76697799	76698143	+	55.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-188	chr15-217
Merged-chr15-81729812-2	chr15	81729636	81729980	+	47.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-189	chr15-393
Merged-chr15-58823831-2	chr15	58823652	58823996	+	64.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-190	chr15-140
Merged-chr15-74659693-2	chr15	74659386	74659984	+	51.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-191	chr15-269
Merged-chr15-66969614-2	chr15	66969445	66969789	+	60.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-194	chr15-163
Merged-chr15-80711947-2	chr15	80711779	80712123	+	61.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-195	chr15-149
Merged-chr15-8169120-2	chr15	8168900	8169356	+	51.450001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-198	chr15-254
Merged-chr15-37081573-2	chr15	37081375	37081756	+	58.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-199	chr15-171
Merged-chr5-28071419-2	chr5	28071245	28071589	+	286.200012	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-10	chr5-9
Merged-chr5-65391334-2	chr5	65391159	65391503	+	260.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-11	chr5-11
Merged-chr5-145231473-2	chr5	145231289	145231674	+	223.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-12	chr5-18
Merged-chr5-110770679-2	chr5	110770511	110770855	+	257.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-13	chr5-13
Merged-chr5-33652284-2	chr5	33652120	33652464	+	280.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-14	chr5-8
Merged-chr5-134946884-2	chr5	134946718	134947067	+	232.799988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-15	chr5-12
Merged-chr5-74093163-2	chr5	74092992	74093336	+	215.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-16	chr5-19
Merged-chr5-107900630-2	chr5	107900460	107900804	+	217.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-17	chr5-23
Merged-chr5-115559547-2	chr5	115559383	115559727	+	247.200012	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-18	chr5-14
Merged-chr5-123749327-2	chr5	123749157	123749501	+	222.299988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-19	chr5-24
Merged-chr5-124327707-2	chr5	124327523	124327875	+	208.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-20	chr5-22
Merged-chr5-108065784-2	chr5	108065608	108065952	+	187.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-21	chr5-32
Merged-chr5-34336527-2	chr5	34336334	34336704	+	202.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-22	chr5-20
Merged-chr5-149184152-2	chr5	149183967	149184321	+	193.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-23	chr5-30
Merged-chr5-121204581-2	chr5	121204402	121204746	+	209.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-24	chr5-26
Merged-chr5-138171448-2	chr5	138171267	138171613	+	182.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-26	chr5-29
Merged-chr5-129887248-2	chr5	129887075	129887419	+	221.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-27	chr5-15
Merged-chr5-135778725-2	chr5	135778547	135778891	+	195.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-28	chr5-27
Merged-chr5-135934543-2	chr5	135934377	135934721	+	171.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-29	chr5-48
Merged-chr5-27791813-2	chr5	27791636	27791980	+	195.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-30	chr5-21
Merged-chr5-110107966-2	chr5	110107697	110108220	+	178.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-32	chr5-31
Merged-chr5-129020281-2	chr5	129020101	129020445	+	166.200012	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-34	chr5-45
Merged-chr5-34660034-2	chr5	34659861	34660205	+	178.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-35	chr5-33
Merged-chr5-146833183-2	chr5	146833004	146833348	+	173.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-38	chr5-37
Merged-chr5-135009383-2	chr5	135009217	135009566	+	145.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-39	chr5-62
Merged-chr5-88720745-2	chr5	88720580	88720927	+	160.549988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-40	chr5-42
Merged-chr5-99978855-2	chr5	99978688	99979039	+	166.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-41	chr5-34
Merged-chr5-129917195-2	chr5	129917026	129917370	+	151.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-42	chr5-50
Merged-chr5-31048704-2	chr5	31048535	31048890	+	159.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-43	chr5-36
Merged-chr5-144545912-2	chr5	144545742	144546086	+	165.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-44	chr5-39
Merged-chr5-23697913-2	chr5	23697739	23698083	+	113.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-45	chr5-182
Merged-chr5-122502156-2	chr5	122501976	122502320	+	167.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-46	chr5-28
Merged-chr5-149052944-2	chr5	149052778	149053122	+	153.200012	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-48	chr5-46
Merged-chr5-110286432-2	chr5	110286261	110286605	+	147.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-49	chr5-43
Merged-chr5-151369087-2	chr5	151368913	151369257	+	141.799988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-50	chr5-52
Merged-chr5-121848816-2	chr5	121848646	121848990	+	139.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-51	chr5-63
Merged-chr5-33658294-2	chr5	33658125	33658469	+	143.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-52	chr5-47
Merged-chr5-129787460-2	chr5	129787287	129787631	+	138.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-53	chr5-59
Merged-chr5-106696555-2	chr5	106696297	106696829	+	126.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-54	chr5-74
Merged-chr5-142960390-2	chr5	142960211	142960555	+	132.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-57	chr5-69
Merged-chr5-110230833-2	chr5	110230650	110231032	+	126.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-59	chr5-71
Merged-chr5-119710116-2	chr5	119709949	119710293	+	128.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-60	chr5-65
Merged-chr5-86804315-2	chr5	86804151	86804495	+	132.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-61	chr5-58
Merged-chr5-123907335-2	chr5	123907162	123907506	+	128.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-62	chr5-66
Merged-chr5-115272829-2	chr5	115272645	115272998	+	147.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-63	chr5-44
Merged-chr5-142367562-2	chr5	142367386	142367730	+	119.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-64	chr5-80
Merged-chr5-93206565-2	chr5	93206394	93206738	+	117.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-65	chr5-97
Merged-chr5-108060792-2	chr5	108060623	108060967	+	117.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-66	chr5-93
Merged-chr5-140418674-2	chr5	140418500	140418864	+	131.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-67	chr5-56
Merged-chr5-29195754-2	chr5	29195574	29195919	+	108.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-68	chr5-119
Merged-chr5-104571793-2	chr5	104571617	104571961	+	126.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-69	chr5-64
Merged-chr5-73946420-2	chr5	73946244	73946588	+	117.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-70	chr5-85
Merged-chr5-76140447-2	chr5	76140253	76140658	+	113.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-71	chr5-115
Merged-chr5-30887649-2	chr5	30887473	30887817	+	137.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-72	chr5-51
Merged-chr5-137786626-2	chr5	137786451	137786795	+	115.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-73	chr5-100
Merged-chr5-122850241-2	chr5	122850073	122850417	+	117.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-74	chr5-90
Merged-chr5-114813859-2	chr5	114813691	114814035	+	121.799995	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-75	chr5-77
Merged-chr5-124425507-2	chr5	124425338	124425682	+	124.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-76	chr5-61
Merged-chr5-120613193-2	chr5	120613018	120613362	+	111.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-77	chr5-117
Merged-chr5-140321596-2	chr5	140321340	140321869	+	109.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-78	chr5-102
Merged-chr5-135962984-2	chr5	135962808	135963152	+	125.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-79	chr5-76
Merged-chr9-114646774-2	chr9	114646519	114647013	+	14.100000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr9-1554	chr9-1303
Merged-chr9-9027858-2	chr9	9027628	9028073	+	14.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr9-1557	chr9-1335
Merged-chr5-28317021-2	chr5	28316833	28317194	+	108.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-80	chr5-123
Merged-chr5-134184314-2	chr5	134184115	134184497	+	111.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-81	chr5-88
Merged-chr5-53671945-2	chr5	53671755	53672120	+	134.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-83	chr5-40
Merged-chr5-31220808-2	chr5	31220627	31220974	+	107.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-84	chr5-110
Merged-chr5-24842405-2	chr5	24842205	24842590	+	116.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-85	chr5-72
Merged-chr5-113585915-2	chr5	113585661	113586186	+	103.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-86	chr5-122
Merged-chr5-75575037-2	chr5	75574873	75575217	+	109.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-87	chr5-94
Merged-chr5-130256769-2	chr5	130256604	130256950	+	110.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-88	chr5-108
Merged-chr5-45669984-2	chr5	45669802	45670150	+	129.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-89	chr5-49
Merged-chr17-28952285-2	chr17	28952105	28952450	+	85.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-100	chr17-145
Merged-chr17-57032250-2	chr17	57032077	57032421	+	83.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-101	chr17-163
Merged-chr17-15208584-2	chr17	15208411	15208755	+	100.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-102	chr17-78
Merged-chr17-87636019-2	chr17	87635847	87636191	+	93.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-103	chr17-117
Merged-chr17-87636790-2	chr17	87636620	87636964	+	94.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-104	chr17-114
Merged-chr5-121837351-2	chr5	121837179	121837523	+	109.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-90	chr5-92
Merged-chr17-26781258-2	chr17	26781074	26781427	+	93.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-105	chr17-109
Merged-chr5-33018966-2	chr5	33018793	33019155	+	115.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-91	chr5-83
Merged-chr17-17624852-2	chr17	17624615	17625105	+	97.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-106	chr17-100
Merged-chr5-117388944-2	chr5	117388779	117389126	+	104.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-92	chr5-127
Merged-chr17-6782759-2	chr17	6782578	6782956	+	89.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-107	chr17-121
Merged-chr5-5559436-2	chr5	5559258	5559602	+	114.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-93	chr5-78
Merged-chr5-35105638-2	chr5	35105469	35105813	+	126.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-94	chr5-57
Merged-chr5-122821219-2	chr5	122821051	122821395	+	100.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-95	chr5-140
Merged-chr5-9161919-2	chr5	9161754	9162098	+	121.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-96	chr5-60
Merged-chr5-144255416-2	chr5	144255237	144255581	+	124.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-97	chr5-53
Merged-chr5-150522585-2	chr5	150522324	150522863	+	99.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-98	chr5-143
Merged-chr5-23711564-2	chr5	23711356	23711756	+	116.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-99	chr5-70
Merged-chr17-46247956-2	chr17	46247777	46248121	+	90.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-110	chr17-103
Merged-chr17-84466370-2	chr17	84466186	84466539	+	89.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-111	chr17-105
Merged-chr17-17739777-2	chr17	17739496	17740043	+	90.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-112	chr17-106
Merged-chr17-28079997-2	chr17	28079769	28080242	+	85.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-116	chr17-131
Merged-chr17-33915674-2	chr17	33915497	33915841	+	86.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-117	chr17-138
Merged-chr17-47502165-2	chr17	47501968	47502346	+	90.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-119	chr17-128
Merged-chr9-108692490-2	chr9	108692308	108692656	+	16.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr9-1585	chr9-971
Merged-chr9-121778188-2	chr9	121777995	121778397	+	12.800000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr9-1589	chr9-1575
Merged-chr5-64160104-2	chr5	64159805	64160388	+	19.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-1400	chr5-994
Merged-chr17-70990465-2	chr17	70990299	70990647	+	80.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-120	chr17-164
Merged-chr17-71002150-2	chr17	71001982	71002326	+	95.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-121	chr17-99
Merged-chr17-17374618-2	chr17	17374438	17374783	+	96.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-122	chr17-86
Merged-chr17-83667038-2	chr17	83666847	83667246	+	89.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-123	chr17-107
Merged-chr17-46646316-2	chr17	46646151	46646498	+	93.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-124	chr17-94
Merged-chr17-53463220-2	chr17	53463046	53463390	+	87.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-126	chr17-108
Merged-chr17-84790484-2	chr17	84790320	84790665	+	94.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-127	chr17-96
Merged-chr17-35135315-2	chr17	35135140	35135484	+	86.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-128	chr17-123
Merged-chr17-16997429-2	chr17	16997260	16997604	+	76.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-129	chr17-178
Merged-chr9-124408853-2	chr9	124408629	124409093	+	15.650000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr9-1592	chr9-1035
Merged-chr17-29078938-2	chr17	29078766	29079110	+	76.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-130	chr17-179
Merged-chr17-46032327-2	chr17	46032155	46032499	+	83.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-131	chr17-152
Merged-chr17-34031886-2	chr17	34031712	34032076	+	91.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-132	chr17-102
Merged-chr17-34000249-2	chr17	34000075	34000419	+	92.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-135	chr17-90
Merged-chr17-56040443-2	chr17	56040260	56040611	+	82.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-136	chr17-134
Merged-chr17-87025277-2	chr17	87025099	87025443	+	72.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-137	chr17-191
Merged-chr17-30612498-2	chr17	30612314	30612667	+	79.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-138	chr17-150
Merged-chr17-32788195-2	chr17	32788020	32788364	+	75.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-141	chr17-176
Merged-chr17-14818382-2	chr17	14818212	14818568	+	79.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-142	chr17-133
Merged-chr5-19226854-2	chr5	19226665	19227059	+	18.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-1424	chr5-1159
Merged-chr17-24550134-2	chr17	24549926	24550326	+	73.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-143	chr17-184
Merged-chr17-24960564-2	chr17	24960391	24960735	+	88.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-144	chr17-97
Merged-chr17-79895985-2	chr17	79895812	79896156	+	76.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-145	chr17-155
Merged-chr5-25760078-2	chr5	25759905	25760249	+	20.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-1427	chr5-947
Merged-chr17-84958083-2	chr17	84957917	84958265	+	76.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-146	chr17-168
Merged-chr17-53689219-2	chr17	53689053	53689397	+	83.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-147	chr17-132
Merged-chr17-28691487-2	chr17	28691306	28691652	+	83.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-148	chr17-115
Merged-chr17-55959299-2	chr17	55959125	55959469	+	73.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-149	chr17-175
Merged-chr17-83514249-2	chr17	83514075	83514419	+	72.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-152	chr17-177
Merged-chr17-10319889-2	chr17	10319676	10320119	+	75.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-153	chr17-148
Merged-chr5-115845354-2	chr5	115845184	115845528	+	17.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-1435	chr5-1318
Merged-chr17-81065006-2	chr17	81064838	81065182	+	77.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-154	chr17-139
